W1_ideo5,text,created_at,status_id,annotation_html,annotation_instruction,annotation_response,annotation_flagged
1,RT @MindfulMajority: Those that laud Confederate white supremacists are white supremacists!,2020-06-14T10:02:49Z,1272107214581489700,<div style='padding: 10px; margin: 10px;'><p>RT @MindfulMajority: Those that laud Confederate white supremacists are white supremacists!</p><p style='font-size: 10px;'>2020-06-14 10:02:49</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @morethanmySLE: And people ask me why I'm not on Facebook. #Zuckerberg,2020-05-28T02:26:54Z,1265831885231591400,<div style='padding: 10px; margin: 10px;'><p>RT @morethanmySLE: And people ask me why I'm not on Facebook. #Zuckerberg</p><p style='font-size: 10px;'>2020-05-28 02:26:54</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"My apologies, but...
are there only old white men in Delaware?",2020-08-19T02:19:04Z,1295908106656981e3,"<div style='padding: 10px; margin: 10px;'><p>My apologies, but...
are there only old white men in Delaware?</p><p style='font-size: 10px;'>2020-08-19 02:19:04</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @Independent: No 10 refuses to say if Boris Johnson thinks black people are mentally inferior https://t.co/7JsRoO1hgk,2020-02-17T12:03:08Z,1229375727969144800,<div style='padding: 10px; margin: 10px;'><p>RT @Independent: No 10 refuses to say if Boris Johnson thinks black people are mentally inferior https://t.co/7JsRoO1hgk</p><p style='font-size: 10px;'>2020-02-17 12:03:08</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @littledeekay: Two black men have been found hanging from trees within 60 miles from one another in California? What the FUCK is going o…,2020-06-14T03:15:08Z,1272004618134880300,<div style='padding: 10px; margin: 10px;'><p>RT @littledeekay: Two black men have been found hanging from trees within 60 miles from one another in California? What the FUCK is going o…</p><p style='font-size: 10px;'>2020-06-14 03:15:08</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"When you think of charcoal, your olfactory receptors may invoke the aroma of skewers on the barbie or a cozy campfire. However, there are miraculous benefits of this chalky black substance. Turns... https://t.co/8XR5xI8HS6",2020-01-07T19:51:15Z,1214635628358520800,"<div style='padding: 10px; margin: 10px;'><p>When you think of charcoal, your olfactory receptors may invoke the aroma of skewers on the barbie or a cozy campfire. However, there are miraculous benefits of this chalky black substance. Turns... https://t.co/8XR5xI8HS6</p><p style='font-size: 10px;'>2020-01-07 19:51:15</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @UR_Ninja: White supremacist group (American Identity Movement/Identity Evropa) known for its organizing efforts in the deadly #UniteThe…,2020-11-25T00:15:04Z,1331390911591411700,<div style='padding: 10px; margin: 10px;'><p>RT @UR_Ninja: White supremacist group (American Identity Movement/Identity Evropa) known for its organizing efforts in the deadly #UniteThe…</p><p style='font-size: 10px;'>2020-11-25 00:15:04</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Black2thBone: A reminder to those Whites who believe neo-Nazis will only kill Blacks, Latinos and Jews in order to incite a new Civil W…",2020-06-24T05:48:29Z,1275667087399293e3,"<div style='padding: 10px; margin: 10px;'><p>RT @Black2thBone: A reminder to those Whites who believe neo-Nazis will only kill Blacks, Latinos and Jews in order to incite a new Civil W…</p><p style='font-size: 10px;'>2020-06-24 05:48:29</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @morethanmySLE: Will be on @RickSmithShow show at 915ET.

If you are on #Plaquenil or #hydroxychloriquine I feel your pain, as I have be…",2020-03-27T01:06:43Z,1243343659959038e3,"<div style='padding: 10px; margin: 10px;'><p>RT @morethanmySLE: Will be on @RickSmithShow show at 915ET.

If you are on #Plaquenil or #hydroxychloriquine I feel your pain, as I have be…</p><p style='font-size: 10px;'>2020-03-27 01:06:43</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @BenjaminPDixon: Steel yourselves for a week of racists and their collaborators of color explaining why #JacobBlake deserved to be shot…,2020-08-24T15:12:29Z,1297914685719744500,<div style='padding: 10px; margin: 10px;'><p>RT @BenjaminPDixon: Steel yourselves for a week of racists and their collaborators of color explaining why #JacobBlake deserved to be shot…</p><p style='font-size: 10px;'>2020-08-24 15:12:29</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @KenidraRWoods_: I remember when I thought being black was bad &amp; that I was “dirty” and legitimately believed I the ugliest being alive.…,2020-10-01T03:39:45Z,1311511092351426600,<div style='padding: 10px; margin: 10px;'><p>RT @KenidraRWoods_: I remember when I thought being black was bad &amp; that I was “dirty” and legitimately believed I the ugliest being alive.…</p><p style='font-size: 10px;'>2020-10-01 03:39:45</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @URI_NYC: 1 in 3 women and 1 in 4 men have experienced some form of physical violence by an intimate partner. We're working to bring tho…,2020-03-04T09:39:44Z,1235137844362039300,<div style='padding: 10px; margin: 10px;'><p>RT @URI_NYC: 1 in 3 women and 1 in 4 men have experienced some form of physical violence by an intimate partner. We're working to bring tho…</p><p style='font-size: 10px;'>2020-03-04 09:39:44</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,@MyLittLeBLOGgie Let these people keep talking,2020-10-06T14:02:26Z,131347973332634e4,<div style='padding: 10px; margin: 10px;'><p>@MyLittLeBLOGgie Let these people keep talking</p><p style='font-size: 10px;'>2020-10-06 14:02:26</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"Hi 👋🏽 we're @EEB_POC. Papers of Color. We re-tweet EEB research papers written by scientists who are Black, Indigenous, and people of color. Do @ us, we're here, we'll quickly check you're self-submitting and re-tweet.",2020-06-11T01:02:23Z,1270884049377255400,"<div style='padding: 10px; margin: 10px;'><p>Hi 👋🏽 we're @EEB_POC. Papers of Color. We re-tweet EEB research papers written by scientists who are Black, Indigenous, and people of color. Do @ us, we're here, we'll quickly check you're self-submitting and re-tweet.</p><p style='font-size: 10px;'>2020-06-11 01:02:23</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @CheriJacobus: Block every bot &amp; troll-  all MAGA accounts. They're not actual American voters. Trumpkin accounts exist solely to spread…,2020-02-01T16:29:21Z,1223644514234990600,<div style='padding: 10px; margin: 10px;'><p>RT @CheriJacobus: Block every bot &amp; troll-  all MAGA accounts. They're not actual American voters. Trumpkin accounts exist solely to spread…</p><p style='font-size: 10px;'>2020-02-01 16:29:21</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"@xBallisLife31x @vote4robgill I am an old white woman and I couldn't agree more. That hateful, entitled, aggressor got as good as she gave. She EARNED EARNED  that boot off the bus. Who was she going to spit on next?",2020-10-22T22:44:54Z,1319409421924114400,"<div style='padding: 10px; margin: 10px;'><p>@xBallisLife31x @vote4robgill I am an old white woman and I couldn't agree more. That hateful, entitled, aggressor got as good as she gave. She EARNED EARNED  that boot off the bus. Who was she going to spit on next?</p><p style='font-size: 10px;'>2020-10-22 22:44:54</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"Hilary Rosen is wrong about MLK. She says MLK critiqued the “silence” of white moderates and that Joe Biden counters that critique bc he’s not silent. But that’s not what MLK said about the danger of the white moderate at all, and Biden DOES exhibit the qualities MLK warned of. https://t.co/RirXgajKLf https://t.co/4wIGRhoFQJ",2020-03-06T05:43:20Z,1235803126709575700,"<div style='padding: 10px; margin: 10px;'><p>Hilary Rosen is wrong about MLK. She says MLK critiqued the “silence” of white moderates and that Joe Biden counters that critique bc he’s not silent. But that’s not what MLK said about the danger of the white moderate at all, and Biden DOES exhibit the qualities MLK warned of. https://t.co/RirXgajKLf https://t.co/4wIGRhoFQJ</p><p style='font-size: 10px;'>2020-03-06 05:43:20</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @TomthunkitsMind: FOR BOYS AND MEN: https://t.co/SS6xKBBWXj 04
#BeCounted",2020-08-27T16:55:59Z,1299027893658497e3,"<div style='padding: 10px; margin: 10px;'><p>RT @TomthunkitsMind: FOR BOYS AND MEN: https://t.co/SS6xKBBWXj 04
#BeCounted</p><p style='font-size: 10px;'>2020-08-27 16:55:59</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @m_d_mccoy: George Floyd and I were both arrested for allegedly spending a counterfeit $20 bill. For George Floyd, a man my age, with tw…",2020-06-02T11:37:57Z,1267782502703411200,"<div style='padding: 10px; margin: 10px;'><p>RT @m_d_mccoy: George Floyd and I were both arrested for allegedly spending a counterfeit $20 bill. For George Floyd, a man my age, with tw…</p><p style='font-size: 10px;'>2020-06-02 11:37:57</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @npratc: Dr. Ala Stanford was frustrated by systemic barriers preventing Philadelphia's Black residents from getting tests. She created…,2020-10-01T23:06:42Z,1311804763143463e3,<div style='padding: 10px; margin: 10px;'><p>RT @npratc: Dr. Ala Stanford was frustrated by systemic barriers preventing Philadelphia's Black residents from getting tests. She created…</p><p style='font-size: 10px;'>2020-10-01 23:06:42</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Minx_I_Am: Yet, @realDonaldTrump and racist white people attacked Kaepernick when he kneeled to draw attention to police brutality. Do…",2020-05-26T20:35:50Z,1265381151482486800,"<div style='padding: 10px; margin: 10px;'><p>RT @Minx_I_Am: Yet, @realDonaldTrump and racist white people attacked Kaepernick when he kneeled to draw attention to police brutality. Do…</p><p style='font-size: 10px;'>2020-05-26 20:35:50</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @100_Disable_vet: I'm the kind of black man that listens to the speeches and reads the writings of MLK and Malcolm X so I am able to see…,2020-05-04T01:24:25Z,1257118852825198600,<div style='padding: 10px; margin: 10px;'><p>RT @100_Disable_vet: I'm the kind of black man that listens to the speeches and reads the writings of MLK and Malcolm X so I am able to see…</p><p style='font-size: 10px;'>2020-05-04 01:24:25</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @wirelesshogan: I frequently get asked by white people (especially white men) why they should vote for me. The answer is simple. Because…,2020-09-07T13:51:38Z,1302967769059786800,<div style='padding: 10px; margin: 10px;'><p>RT @wirelesshogan: I frequently get asked by white people (especially white men) why they should vote for me. The answer is simple. Because…</p><p style='font-size: 10px;'>2020-09-07 13:51:38</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @100_Disable_vet: Both Parties are gonna hate you.

Good Job! https://t.co/XtTOeH2bCK",2020-10-17T22:19:05Z,1317590986927857700,"<div style='padding: 10px; margin: 10px;'><p>RT @100_Disable_vet: Both Parties are gonna hate you.

Good Job! https://t.co/XtTOeH2bCK</p><p style='font-size: 10px;'>2020-10-17 22:19:05</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"yeah, and some women are uncomfortable that lesbians would be sharing their locker rooms. some were uncomfortable with the idea that somebody with dark skin would be allowed in. that doesn't mean it isn't bigotry, it's just that you've interrogated it less https://t.co/rG2Un8XzuP",2020-06-30T01:26:08Z,1277775395736170500,"<div style='padding: 10px; margin: 10px;'><p>yeah, and some women are uncomfortable that lesbians would be sharing their locker rooms. some were uncomfortable with the idea that somebody with dark skin would be allowed in. that doesn't mean it isn't bigotry, it's just that you've interrogated it less https://t.co/rG2Un8XzuP</p><p style='font-size: 10px;'>2020-06-30 01:26:08</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"I’m just wondering how many alarm bells have to go off about this moron for people to understand the danger he presents to our nation. A reminder that the majority of white people support a clown.

https://t.co/BSWlI7j9hI",2020-09-06T19:01:10Z,1302683276855840800,"<div style='padding: 10px; margin: 10px;'><p>I’m just wondering how many alarm bells have to go off about this moron for people to understand the danger he presents to our nation. A reminder that the majority of white people support a clown.

https://t.co/BSWlI7j9hI</p><p style='font-size: 10px;'>2020-09-06 19:01:10</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @thehill: Merriam-Webster shares definitions of ""stand back"" and ""stand by"" after Trump Proud Boy comment https://t.co/RPBC6NS7zF https:…",2020-10-02T02:08:20Z,1311850474996412400,"<div style='padding: 10px; margin: 10px;'><p>RT @thehill: Merriam-Webster shares definitions of ""stand back"" and ""stand by"" after Trump Proud Boy comment https://t.co/RPBC6NS7zF https:…</p><p style='font-size: 10px;'>2020-10-02 02:08:20</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
